Source;Target;Weight
ibm;ibm;27.1946807085
ibm;intel;1.19474059088
ibm;princeton university;0.966246504711
princeton university;ibm;0.449219746992
princeton university;intel;0.312432670518
princeton university;princeton university;2.7478143512
ibm;vmware;0.0240367383513
ibm;sun microsystems laboratories;1.57015180073
princeton university;vmware;0.00347222222222
princeton university;sun microsystems laboratories;0.129226020893
cornell university;concordia university;0.05
university of copenhagen;kansas state university;0.0598039215686
university of oxford;kansas state university;0.0333333333333
university of copenhagen;university of liege;0.0166666666667
university of oxford;university of liege;0.0210526315789
cornell university;chalmers university of technology;0.249066619655
carnegie mellon university;chalmers university of technology;0.165594362745
university of colorado boulder;technische universitat darmstadt;0.0454545454545
carnegie mellon university;university of ottawa;0.0277777777778
carnegie mellon university;bell labs;0.210258159644
university of oxford;aarhus university;0.379267676768
ibm;microsoft;3.3408358996
ibm;tel aviv university;0.76721230407
tel aviv university;microsoft;0.870031639758
tel aviv university;tel aviv university;0.710764512543
indian institute of technology bombay;university of wisconsin madison;0.0314660590823
indian institute of technology bombay;university of california berkeley;0.0137884978001
institute of science and technology austria;university of wisconsin madison;0.183688532092
institute of science and technology austria;university of california berkeley;0.136435219057
boston university;durham university;0.115384615385
university of tsukuba;ibm;0.0352182539683
microsoft;chalmers university of technology;0.718220798051
university of leicester;ibm;0.0340740740741
university of leicester;university of california berkeley;0.0162551440329
university of california berkeley;ibm;1.90674748588
university of california berkeley;university of california berkeley;4.04476528024
microsoft;ibm;4.159438464
microsoft;university of california berkeley;3.1411140778
french institute for research in computer science and automation;centre national de la recherche scientifique;0.339514697039
northeastern university;university of science and technology of china;0.0368421052632
it university of copenhagen;university of science and technology of china;0.0368421052632
northeastern university;max planck institute for software systems;0.0230263157895
it university of copenhagen;max planck institute for software systems;0.0491103266296
university of california santa cruz;stanford university;0.18446729569
williams college;stanford university;0.0897660818713
university of california santa cruz;microsoft;0.57203648412
williams college;microsoft;0.0987816764133
cornell university;university of wisconsin madison;0.397876221001
cornell university;tel aviv university;0.226984126984
university of cambridge;university of edinburgh;0.403956414015
yale university;university of oxford;0.0644490644491
university of science and technology of china;university of oxford;0.0759875259875
stanford university;university of california santa cruz;0.160288926866
stanford university;williams college;0.118510410806
princeton university;stanford university;1.00161691868
yale university;microsoft;0.542090799591
brown university;brown university;0.265705931495
university of cambridge;brown university;0.17942805342
technische universitat munchen;ibm;0.221975114416
google;google;0.641234771426
google;university of cambridge;0.100570550242
university college london;national university of singapore;0.201709401709
ecole polytechnique federale de lausanne;french institute for research in computer science and automation;0.491172151031
ecole polytechnique federale de lausanne;centre national de la recherche scientifique;0.224373454782
french institute for research in computer science and automation;university of washington;0.259267521476
university of pennsylvania;radboud university nijmegen;0.362124542125
university of pennsylvania;microsoft;1.97581443372
purdue university;queen mary university of london;0.078399122807
purdue university;university of cambridge;0.397010721135
university of cambridge;queen mary university of london;0.473322559315
paris diderot university;alcatel lucent;0.00952380952381
microsoft;alcatel lucent;0.502296394937
university of british columbia;alcatel lucent;0.00952380952381
microsoft;tel aviv university;0.860430831224
university of washington;microsoft;2.12879732754
university of maryland college park;university of cambridge;0.15242102211
ecole polytechnique federale de lausanne;university of texas at austin;0.191932970705
ecole polytechnique federale de lausanne;university of melbourne;0.0787978142077
ecole polytechnique federale de lausanne;university of edinburgh;0.0892904103401
radboud university nijmegen;university of edinburgh;0.154740608229
harvard university;university of virginia;0.257883158984
microsoft;university of virginia;0.584292777393
harvard university;university of california davis;0.0615364167996
microsoft;university of california davis;0.271270332996
university of massachusetts amherst;nec;0.0302314814815
university of california santa cruz;nec;0.0594444444444
national and kapodistrian university of athens;nec;0.0198148148148
microsoft;university of cambridge;1.37277163993
ghent university;university of oxford;0.0288372093023
university of texas at austin;university of oxford;0.150847593538
national university of singapore;university of oxford;0.0219141323792
university of california san diego;microsoft;1.78220854499
university of pennsylvania;carnegie mellon university;0.879587642028
university of strathclyde;university of pennsylvania;0.0952380952381
french institute for research in computer science and automation;university of california berkeley;0.469069739691
french institute for research in computer science and automation;princeton university;0.312629560116
imdea;university of california berkeley;0.0724746878156
imdea;microsoft;0.863619645573
imdea;princeton university;0.0150358090096
microsoft;princeton university;1.07481396938
university of maryland college park;university of california berkeley;1.64835688618
university of maryland college park;princeton university;0.0729651488263
ecole des mines de nantes;university of bonn;0.00588235294118
university of copenhagen;university of bonn;0.0117647058824
french institute for research in computer science and automation;university of bonn;0.072368717602
aalborg university;university of bonn;0.00588235294118
stanford university;university of wisconsin madison;0.934204676995
it university of copenhagen;microsoft;0.131158207973
katholieke universiteit leuven;carnegie mellon university;0.219607843137
microsoft;carnegie mellon university;4.44454778955
microsoft;it university of copenhagen;0.256091123151
technion israel institute of technology;carnegie mellon university;0.533090784416
technion israel institute of technology;it university of copenhagen;0.0266666666667
university of wisconsin madison;rutgers university;0.219545430017
tel aviv university;rutgers university;0.277599241222
texas a m university;microsoft;0.209087870665
texas a m university;university of new south wales;0.100177448208
university of cambridge;digital management inc;0.0277777777778
university of cambridge;french institute for research in computer science and automation;0.708529514297
university of california santa cruz;carnegie mellon university;0.33018156279
university of california santa cruz;rice university;0.0796454738379
tohoku university;university of washington;0.016835016835
tohoku university;university of california berkeley;0.2646761735
tohoku university;microsoft;0.482299182299
university of wisconsin madison;vienna university of technology;0.00215517241379
university of wisconsin madison;carnegie mellon university;0.490242850821
university of colorado boulder;vienna university of technology;0.0146308059421
university of colorado boulder;carnegie mellon university;0.432073316332
nec;vienna university of technology;0.00431034482759
nec;carnegie mellon university;0.110402298851
university of wisconsin madison;university of california;0.240399310237
university of colorado boulder;university of california;0.320308856383
nec;university of california;0.0597701149425
national university of singapore;carnegie mellon university;0.194809457227
national university of singapore;microsoft;0.390709621109
princeton university;carnegie mellon university;0.704708862477
princeton university;microsoft;0.471606418685
max planck institute for software systems;carnegie mellon university;0.589303936911
lulea university of technology;university of copenhagen;0.0900900900901
lulea university of technology;technical university of denmark;0.00900900900901
lulea university of technology;computer resources international;0.00900900900901
lulea university of technology;university of glasgow;0.108108108108
lulea university of technology;chalmers university of technology;0.108108108108
university of birmingham;university of cambridge;0.226206921207
university of birmingham;at t labs;0.0378571428571
toyota technological institute at chicago;carnegie mellon university;0.366281906907
university of new south wales;carnegie mellon university;0.270056086214
university of california berkeley;microsoft;2.67909390548
cadence design systems;microsoft;0.0357142857143
cornell university;cornell university;2.60895909243
cornell university;brown university;0.058315018315
cornell university;worcester polytechnic institute;0.012
radboud university nijmegen;cornell university;0.0371071428571
radboud university nijmegen;brown university;0.0332558139535
radboud university nijmegen;worcester polytechnic institute;0.003
university of edinburgh;university of copenhagen;0.150899122807
university of washington;university of rochester;0.176866883117
university of california santa cruz;chalmers university of technology;0.174192010853
university of california santa cruz;city university london;0.0227272727273
chalmers university of technology;university of pennsylvania;0.277211934156
chalmers university of technology;arizona state university;0.00411522633745
university of gothenburg;university of pennsylvania;0.0656893004115
university of gothenburg;arizona state university;0.00205761316872
university of texas at austin;mcgill university;0.397864820895
university of pennsylvania;university of california berkeley;0.755557704514
university of pennsylvania;cadence design systems;0.0764128373884
institute of science and technology austria;cadence design systems;0.00487804878049
university of tokyo;university of leicester;0.0366146458583
university of tokyo;university of london;0.0298119247699
university of texas at austin;university of pittsburgh;0.0342970521542
university of cambridge;university of texas at austin;0.240543388402
queen mary university of london;queen mary university of london;0.621952303099
imperial college london;queen mary university of london;1.0163695195
queen mary university of london;carnegie mellon university;0.570383330925
koc university;ca technologies;0.0277777777778
microsoft;ca technologies;0.163326423729
university of trento;university of trento;0.107142857143
university of trento;katholieke universiteit leuven;0.0563186813187
iminds;university of trento;0.00961538461538
iminds;katholieke universiteit leuven;0.0288461538462
university of trento;chalmers university of technology;0.0512820512821
iminds;chalmers university of technology;0.0512820512821
university of toronto;carnegie mellon university;0.272846522796
university of paris sud;university of southern california;0.00077519379845
university of paris sud;university of utah;0.0015503875969
university of paris sud;university of maryland college park;0.00284237726098
ibm;university of southern california;0.166428622495
ibm;university of utah;0.381757591911
ibm;university of maryland college park;1.03061864766
french institute for research in computer science and automation;university of southern california;0.0910306620144
french institute for research in computer science and automation;university of utah;0.181195846678
french institute for research in computer science and automation;university of maryland college park;0.264406348097
ohio state university;university of southern california;0.00830714435366
ohio state university;university of utah;0.0031007751938
ohio state university;university of maryland college park;0.137426057838
louisiana state university;university of southern california;0.0030274460507
louisiana state university;university of utah;0.0015503875969
louisiana state university;university of maryland college park;0.0275306145377
intel;university of california santa cruz;0.0680624964632
intel;microsoft;1.03566627789
intel;williams college;0.0604416008828
university of illinois at urbana champaign;university of california santa cruz;0.0973450622124
university of illinois at urbana champaign;microsoft;2.18991420315
university of illinois at urbana champaign;williams college;0.0311603482335
adobe systems;university of california santa cruz;0.0308373590982
adobe systems;microsoft;0.0235846560847
adobe systems;williams college;0.0026455026455
carnegie mellon university;university of california santa cruz;0.0828995078995
carnegie mellon university;williams college;0.0765059015059
university of pennsylvania;massachusetts institute of technology;0.438268411455
harvard university;massachusetts institute of technology;0.218873354624
portland state university;massachusetts institute of technology;0.0143646152418
university of pennsylvania;purdue university;0.0434974161805
university of pennsylvania;university of cambridge;0.591537965169
harvard university;purdue university;0.0939075544339
harvard university;french institute for research in computer science and automation;0.395814685457
harvard university;university of cambridge;0.11566988186
portland state university;purdue university;0.000730994152047
portland state university;french institute for research in computer science and automation;0.0112573099415
portland state university;university of cambridge;0.00146198830409
cornell university;university of oregon;0.0333333333333
ecole polytechnique federale de lausanne;massachusetts institute of technology;1.0910997721
ecole polytechnique federale de lausanne;singapore mit alliance;0.0162700916886
ecole polytechnique federale de lausanne;university of california san diego;0.0476470132939
university of illinois at urbana champaign;university of utah;0.112929292929
purdue university;french institute for research in computer science and automation;0.417973994015
microsoft;queen mary university of london;0.751630589899
it university;queen mary university of london;0.0142276422764
it university;it university of copenhagen;0.0121951219512
microsoft;tsinghua university;0.043237514518
microsoft;yale university;1.17625206166
it university;tsinghua university;0.00271002710027
it university;yale university;0.0135501355014
saarland university;hebrew university of jerusalem;0.0161290322581
saarland university;tel aviv university;0.0295698924731
saarland university;katholieke universiteit leuven;0.018064516129
university of paris sud;university of bologna;0.0952380952381
intel;new york university;0.0147058823529
university of california berkeley;new york university;0.0707713455753
bell labs;microsoft;0.176482206519
french institute for research in computer science and automation;ecole normale superieure de lyon;0.165719897962
imdea;french institute for research in computer science and automation;0.12279564362
imdea;ecole normale superieure de lyon;0.00347222222222
microsoft;ecole normale superieure de lyon;0.0310813492063
university of glasgow;microsoft;0.0944142512077
university of lisbon;microsoft;0.642289111854
university of cambridge;massachusetts institute of technology;0.406535236023
university of cambridge;carnegie mellon university;1.06602877724
microsoft;massachusetts institute of technology;3.79589221613
university of cambridge;queen s university belfast;0.015625
microsoft;queen s university belfast;0.132033391314
facebook;ogi school of science and engineering;0.02
microsoft;ogi school of science and engineering;0.246290514573
indian institute of technology bombay;xerox;0.0116279069767
new york university;xerox;0.0116279069767
french institute for research in computer science and automation;university of bologna;0.00595238095238
microsoft;university of bologna;0.123211783212
bell labs;university of bologna;0.00595238095238
stanford university;stanford university;4.82682678082
stanford university;university of pennsylvania;0.250522483168
stanford university;carnegie mellon university;1.14782354573
french institute for research in computer science and automation;rice university;0.443441912354
universidade nova de lisboa;queen mary university of london;0.0683760683761
universidade nova de lisboa;middlesex university;0.00641025641026
universidade nova de lisboa;university of cambridge;0.0320512820513
universidade nova de lisboa;university of london;0.00641025641026
university of paris;microsoft;0.138256907701
northeastern university;university of pennsylvania;0.402157463932
cornell university;university of california berkeley;0.478336300651
cornell university;microsoft;1.18574637953
bell labs;ibm;0.111338702148
northeastern university;carnegie mellon university;0.626609866145
university college london;technische universitat munchen;0.00961538461538
university college london;eth zurich;0.00961538461538
national university of singapore;technische universitat munchen;0.0533653846154
national university of singapore;eth zurich;0.0196153846154
university college london;university of toronto;0.0192307692308
national university of singapore;university of toronto;0.0567307692308
university of oxford;university of sussex;0.0786472148541
carnegie mellon university;princeton university;0.483277738348
it university of copenhagen;princeton university;0.242203139974
george mason university;university of rochester;0.034375
university of rochester;university of rochester;0.486040622389
intel;university of rochester;0.340965001968
french institute for research in computer science and automation;free university of berlin;0.00943396226415
french institute for research in computer science and automation;university of illinois at urbana champaign;0.318596323381
french institute for research in computer science and automation;at t;0.434821999693
academia sinica;carnegie mellon university;0.0230952380952
tsinghua university;carnegie mellon university;0.130540063873
chinese academy of sciences;carnegie mellon university;0.147738095238
academia sinica;harvard university;0.00238095238095
academia sinica;university of calgary;0.00238095238095
academia sinica;technion israel institute of technology;0.00238095238095
tsinghua university;harvard university;0.0047619047619
tsinghua university;university of calgary;0.0126984126984
tsinghua university;technion israel institute of technology;0.0152148664344
chinese academy of sciences;harvard university;0.00238095238095
chinese academy of sciences;university of calgary;0.00238095238095
chinese academy of sciences;technion israel institute of technology;0.00238095238095
university of massachusetts amherst;max planck institute for software systems;0.00666666666667
imdea;max planck institute for software systems;0.092063689112
tel aviv university;max planck institute for software systems;0.0366666666667
technische universitat munchen;university of oxford;0.05625
imdea;university of oxford;0.102091067421
technion israel institute of technology;university of new mexico;0.0669191919192
technion israel institute of technology;university of warwick;0.133838383838
bell labs;bell labs;0.241726084373
microsoft;university of paris;0.0139039855072
hewlett packard;cornell university;0.077027027027
university of pennsylvania;computer laboratory university of cambridge;0.0489766081871
french institute for research in computer science and automation;university of virginia;0.0807598392893
french institute for research in computer science and automation;university of pittsburgh;0.165379283026
max planck society;stanford university;0.322763157895
university of california los angeles;stanford university;0.963654167039
ecole polytechnique federale de lausanne;stanford university;1.09100740731
university of texas at austin;stanford university;1.36512368237
university of paris sud;university of pisa;0.0459236326109
ibm;university of pisa;0.0509868421053
centre national de la recherche scientifique;university of pisa;0.0131578947368
boston university;university of wisconsin madison;0.017094017094
boston university;university of california;0.00854700854701
technion israel institute of technology;university of wisconsin madison;0.589019055384
technion israel institute of technology;university of california;0.211685928622
radboud university nijmegen;brigham young university;0.0384615384615
university of washington;siemens;0.0588791137178
ibm;siemens;0.122306193221
ogi school of science and engineering;university of glasgow;0.15
ogi school of science and engineering;karlsruhe institute of technology;0.0454545454545
utrecht university;university of glasgow;0.0666666666667
utrecht university;karlsruhe institute of technology;0.0151515151515
saarland university;aarhus university;0.015873015873
microsoft;aarhus university;0.203826346788
max planck institute for software systems;aarhus university;0.178813529916
french institute for research in computer science and automation;keio university;0.025
university of arizona;rutgers university;0.2
computer laboratory university of cambridge;university of pennsylvania;0.04
computer laboratory university of cambridge;aalborg university;0.02
chalmers university of technology;university of oxford;0.10119047619
university of oxford;university of oxford;1.22261845941
durham university;university of cambridge;0.01
durham university;microsoft;0.035
national university of singapore;university of cambridge;0.0650128844024
singapore mit alliance;university of cambridge;0.01
singapore mit alliance;microsoft;0.0694827586207
university of freiburg;university of washington;0.0114942528736
university of freiburg;carnegie mellon university;0.228800019925
university of pennsylvania;cornell university;0.567241895514
microsoft;cornell university;1.97764071686
stevens institute of technology;university of wisconsin milwaukee;0.0172413793103
kansas state university;university of wisconsin milwaukee;0.0172413793103
university of toronto;ca technologies;0.06
university of freiburg;ca technologies;0.0133333333333
university of edinburgh;university of california santa cruz;0.0625
university of colorado boulder;university of california santa cruz;0.0748456790123
university of edinburgh;new york state department of environmental conservation;0.03125
university of colorado boulder;new york state department of environmental conservation;0.03125
university of pennsylvania;at t;0.393117715618
university of pennsylvania;brown university;0.0927864065574
complutense university of madrid;university of kent;0.0229885057471
complutense university of madrid;city university london;0.0114942528736
queen mary university of london;university of pennsylvania;0.0456349206349
imperial college london;university of pennsylvania;0.275126235073
university of washington;princeton university;0.372762987367
national institute of informatics;tel aviv university;0.00833333333333
national institute of informatics;new york university;0.00833333333333
university of tokyo;tel aviv university;0.025
university of tokyo;new york university;0.025
united states military academy;university of adelaide;0.00714285714286
united states military academy;university of wisconsin madison;0.0116071428571
united states military academy;colgate university;0.00357142857143
cornell university;university of adelaide;0.0509523809524
cornell university;colgate university;0.00357142857143
princeton university;university of adelaide;0.0142857142857
princeton university;university of wisconsin madison;0.346854977682
princeton university;colgate university;0.00714285714286
university of pennsylvania;university of iowa;0.0144516129032
university of pennsylvania;washington university in st louis;0.0829450934162
university of pennsylvania;technical university of kenya;0.0986545832887
seoul national university;boston university;0.0625
university of cambridge;university of pennsylvania;0.439435179162
university of cambridge;university of tokyo;0.0310559006211
university of cambridge;avaya;0.0310559006211
microsoft;university of tokyo;0.172890174579
microsoft;avaya;0.132687298127
princeton university;university of massachusetts amherst;0.149783493479
princeton university;portland state university;0.0448717948718
french institute for research in computer science and automation;uganda revenue authority;0.0647058823529
university of texas at austin;williams college;0.062553640985
university of texas at austin;bell labs;0.338777737895
university of texas at austin;university of south australia;0.0123456790123
brandeis university;brandeis university;0.0416666666667
brandeis university;university of victoria;0.0833333333333
citigroup;cornell university;0.107142857143
mcgill university;french institute for research in computer science and automation;0.21309404444
texas a m university;french institute for research in computer science and automation;0.172753629389
cornell university;carnegie mellon university;1.08162473339
hewlett packard;university of illinois at urbana champaign;0.125961538462
university of michigan;university of illinois at urbana champaign;0.698065284234
university of colorado boulder;brics;0.0509190263289
university of pennsylvania;stanford university;0.706364413716
university of dundee;stanford university;0.0113378684807
university of dundee;carnegie mellon university;0.0133219954649
imdea;stanford university;0.153442727726
imdea;carnegie mellon university;0.239003383523
university of dundee;microsoft;0.0301020408163
max planck society;massachusetts institute of technology;0.224852693603
boston university;university of erlangen nuremberg;0.0384615384615
boston university;university of cambridge;0.0384615384615
ludwig maximilian university of munich;max planck institute for software systems;0.0325203252033
federal university of paraiba;max planck institute for software systems;0.0325203252033
microsoft;max planck institute for software systems;0.186058777364
ludwig maximilian university of munich;imperial college london;0.0162601626016
federal university of paraiba;imperial college london;0.0162601626016
microsoft;imperial college london;0.408285283913
university of oxford;vrije universiteit brussel;0.43
french institute for research in computer science and automation;sri international;0.223925605495
alexandru ioan cuza university;sri international;0.00877192982456
alexandru ioan cuza university;university of illinois at urbana champaign;0.143859649123
university of illinois at urbana champaign;sri international;0.137645937761
university of illinois at urbana champaign;university of illinois at urbana champaign;5.33491871542
university of california santa cruz;kansas state university;0.0795929216982
williams college;kansas state university;0.0334168755221
computer laboratory university of cambridge;stevens institute of technology;0.04
university of copenhagen;university of california berkeley;0.0322580645161
carnegie mellon university;cadence design systems;0.0715277777778
technion israel institute of technology;cadence design systems;0.0586622807018
ecole normale superieure;carnegie mellon university;0.378844618158
oracle corporation;university of colorado boulder;0.226222222222
oracle corporation;rice university;0.475184804393
microsoft;university of colorado boulder;0.548420728213
microsoft;rice university;0.858435804742
university of california san diego;university of colorado boulder;0.187172771536
university of california san diego;rice university;0.492536917411
university of maryland college park;university of colorado boulder;0.0850799506452
university of maryland college park;rice university;0.386787324592
oracle corporation;french institute for research in computer science and automation;0.0504721340388
oracle corporation;imdea;0.00114285714286
oracle corporation;microsoft;0.100352028219
oracle corporation;university of maryland college park;0.0524249084249
microsoft;imdea;0.103259811096
microsoft;university of maryland college park;1.21339714545
university of california san diego;french institute for research in computer science and automation;0.498601405828
university of california san diego;imdea;0.00114285714286
university of california san diego;university of maryland college park;0.637527904891
university of maryland college park;french institute for research in computer science and automation;0.0847367645456
university of maryland college park;imdea;0.00114285714286
university of maryland college park;university of maryland college park;2.55531288589
university of texas at austin;university of texas at austin;2.39010224444
university of texas at austin;cornell university;0.431550436199
yale university;yale university;1.01430613181
university of science and technology of china;yale university;0.110722965292
french institute for research in computer science and automation;portland state university;0.09437195931
university of colorado boulder;university of pennsylvania;0.0600983134164
university of colorado boulder;portland state university;0.00438596491228
university of oxford;university of pennsylvania;0.0859653813679
university of oxford;portland state university;0.00585655314757
university of toronto;cornell university;0.116375519905
stanford university;yale university;0.243181493907
technische universitat munchen;carnegie mellon university;0.152619830827
max planck institute for software systems;stevens institute of technology;0.0508130081301
max planck institute for software systems;kansas state university;0.0508130081301
google;depaul university;0.0243902439024
ecole polytechnique federale de lausanne;university of california los angeles;0.107920962722
ecole polytechnique federale de lausanne;ecole polytechnique federale de lausanne;1.96903916656
ibm;cornell university;1.69686565836
rensselaer polytechnic institute;cornell university;0.0217391304348
purdue university;university of california berkeley;0.982922991553
university of cambridge;university of california berkeley;0.25412737361
purdue university;microsoft;2.0429607993
university of cambridge;microsoft;1.17297865341
purdue university;university of washington;0.788988334547
university of cambridge;university of washington;0.127257263346
northeastern university;bren school of environmental science management;0.0172413793103
university of california santa cruz;bren school of environmental science management;0.00862068965517
northwestern university;bren school of environmental science management;0.00862068965517
microsoft;stanford university;5.16439324367
ecole normale superieure;stanford university;0.163924731183
new york university;stanford university;0.173460511876
ecole polytechnique;stanford university;0.146666666667
ecole polytechnique;at t;0.0333333333333
university of pennsylvania;university of wroclaw;0.015503875969
university of pennsylvania;university of stuttgart;0.0077519379845
microsoft;university of wroclaw;0.0621705426357
microsoft;university of stuttgart;0.0368651858477
university of freiburg;centre national de la recherche scientifique;0.0329411764706
university of washington;stanford university;1.18244000298
university of pennsylvania;sri international;0.1489325845
university of birmingham;cornell university;0.11188045188
ecole normale superieure de lyon;cornell university;0.0768415474298
indian institute of technology kanpur;stanford university;0.0558479532164
it university of copenhagen;eth zurich;0.0714285714286
institute of science and technology austria;max planck society;0.163127413127
