Source;Target;Weight
boston university;intel;0.0620490620491
georgia institute of technology;intel;0.0979755799756
university of oulu;peking university;0.0220238095238
university of oulu;wuhan university;0.0178571428571
stanford university;sri international;0.0625
microsoft;siemens;0.684505119064
fraunhofer society;microsoft;0.0909090909091
fraunhofer society;university of basel;0.181818181818
rensselaer polytechnic institute;national and kapodistrian university of athens;0.0879432624113
rensselaer polytechnic institute;athens state university;0.0166666666667
california institute of technology;georgia institute of technology;0.099358974359
evolution robotics;georgia institute of technology;0.0192307692308
california institute of technology;american university;0.0115384615385
california institute of technology;max planck society;0.280586080586
california institute of technology;university of the district of columbia;0.0115384615385
california institute of technology;goddard space flight center;0.0115384615385
california institute of technology;university of maryland college park;0.0115384615385
evolution robotics;american university;0.00384615384615
evolution robotics;max planck society;0.00384615384615
evolution robotics;university of the district of columbia;0.00384615384615
evolution robotics;goddard space flight center;0.00384615384615
evolution robotics;university of maryland college park;0.00384615384615
ge global research;ge global research;0.195238095238
ge global research;electronics and telecommunications research institute;0.025
ge global research;university of texas at austin;0.025
ge global research;university of central florida;0.1
ge global research;university of nevada reno;0.0166666666667
graz university of technology;mitsubishi electric research laboratories;0.0494047619048
ca foscari university of venice;mitsubishi electric research laboratories;0.0708333333333
national research council;technion israel institute of technology;0.222222222222
department of engineering university of cambridge;beckman institute for advanced science and technology;0.0128205128205
department of engineering university of cambridge;french institute for research in computer science and automation;0.0297008547009
imperial college london;beckman institute for advanced science and technology;0.00641025641026
imperial college london;french institute for research in computer science and automation;0.186965811966
university of washington;university of cambridge;0.0996732026144
rwth aachen university;french institute for research in computer science and automation;0.410947395426
university of central florida;university of minnesota;0.111111111111
ibm;massachusetts institute of technology;0.19908033033
the chinese university of hong kong;massachusetts institute of technology;1.09686687572
katholieke universiteit leuven;katholieke universiteit leuven;1.59789342702
university of california los angeles;university of california;0.621856463258
eth zurich;university of ljubljana;0.115205766101
university of augsburg;ibm;0.134615384615
university of augsburg;university of illinois at urbana champaign;0.0192307692308
university of nice sophia antipolis;fraunhofer society;0.0277777777778
university of nice sophia antipolis;university of erlangen nuremberg;0.0277777777778
monash university clayton campus;fraunhofer society;0.0138888888889
monash university clayton campus;university of erlangen nuremberg;0.0138888888889
university of california san diego;carnegie mellon university;0.724284514666
nile university;university of surrey;0.115443566096
nile university;siemens;0.0483267457181
technion israel institute of technology;new york university school of medicine;0.166666666667
technische universitat munchen;ecole polytechnique federale de lausanne;0.384203296703
university of california santa barbara;soongsil university;0.0128205128205
university of california santa barbara;kyungpook national university;0.025641025641
ecole polytechnique federale de lausanne;soongsil university;0.0128205128205
ecole polytechnique federale de lausanne;kyungpook national university;0.025641025641
university of california riverside;french institute for research in computer science and automation;0.125
lahore university of management sciences;york university;0.166666666667
australian national university;george mason university;0.0833333333333
australian national university;university of illinois at urbana champaign;0.205869175627
university of delaware;university of north carolina at chapel hill;0.318611111111
university of north carolina at chapel hill;ecole polytechnique federale de lausanne;0.0772058823529
umm al qura university;ecole polytechnique federale de lausanne;0.0257352941176
cornell university;washington university in st louis;0.138888888889
eth zurich;university of leeds;0.102720318897
university of california los angeles;university of southern california;0.203519404572
beijing institute of technology;university of southern california;0.168383838384
tel aviv university;max planck society;0.0972532116295
university of california san diego;max planck institute for human development;0.00900900900901
department of engineering science university of oxford;french institute for research in computer science and automation;0.806895594827
department of engineering science university of oxford;university of minnesota;0.0416666666667
department of engineering science university of oxford;ecole normale superieure;0.147756410256
national university of singapore;peking university;0.144053553973
national university of singapore;shanghai jiao tong university;0.21337995338
national university of singapore;microsoft;1.64801066279
national university of singapore;national university of singapore;1.04939607256
national university of singapore;columbia university;0.389120338726
microsoft;massachusetts institute of technology;2.47826561707
microsoft;french institute for research in computer science and automation;0.843102905484
queen s university;queen s university;0.157894736842
university of central florida;max planck society;0.211494645705
university of california san diego;max planck society;0.378925314996
university of central florida;paul sabatier university;0.0116959064327
university of central florida;sapienza university of rome;0.0233918128655
university of california san diego;paul sabatier university;0.00629840366682
university of california san diego;sapienza university of rome;0.0116959064327
university of guelph;university of naples federico ii;0.0277777777778
university of guelph;katholieke universiteit leuven;0.0138888888889
university of oregon;robotics institute;0.0196078431373
oklahoma state university stillwater;robotics institute;0.0392156862745
university of adelaide;monash university;0.171428571429
university of adelaide;sun yat sen university;0.171428571429
national research council;stanford university;0.231060606061
carleton university;stanford university;0.132891414141
university of missouri;smith kettlewell institute;0.0666666666667
university of leeds;university of maryland college park;0.135964912281
technische universitat munchen;princeton university;0.1
university of illinois at urbana champaign;yonsei university;0.166666666667
istituto italiano di tecnologia;university of central florida;0.416666666667
brown university;ogi school of science and engineering;0.037037037037
kunsan national university;rutgers university;0.0138888888889
university of british columbia;rutgers university;0.0622605363985
french institute for research in computer science and automation;university of bristol;0.0434782608696
french institute for research in computer science and automation;university of california;1.13998919741
university of texas at austin;university of southern california;0.170561594203
beckman institute for advanced science and technology;massachusetts institute of technology;0.224616529304
stanford university;katholieke universiteit leuven;0.281389210857
stanford university;commonwealth scientific and industrial research organisation;0.0666666666667
university of basel;yale university;0.0526315789474
silesian university of technology;university of washington;0.389565826331
silesian university of technology;microsoft;0.182575757576
beijing institute of technology;university of verona;0.0277777777778
eth zurich;university of north carolina at chapel hill;0.70905067607
university of central florida;french institute for research in computer science and automation;0.82882322356
carnegie mellon university;united states army research laboratory;0.0769230769231
georgia institute of technology;university of illinois at urbana champaign;0.346130927896
university of southern california;imperial college london;0.0906417112299
university of cambridge;imperial college london;0.180147058824
university of tokyo;french institute for research in computer science and automation;0.421574597788
technische universitat darmstadt;technische universitat darmstadt;0.234126984127
curtin university;curtin university;0.187246963563
california institute of technology;beckman institute for advanced science and technology;0.136204481793
birkbeck university of london;university of illinois at urbana champaign;0.0934343434343
birkbeck university of london;national university of singapore;0.0227272727273
university of california los angeles;massachusetts institute of technology;1.67996572428
university of california los angeles;cornell university;0.235744788816
huazhong university of science and technology;massachusetts institute of technology;0.208829365079
huazhong university of science and technology;cornell university;0.0104166666667
northeastern university;northeastern university;0.183823529412
university of surrey;university of california berkeley;0.169653263403
university of surrey;max planck society;0.554637311159
helsinki university of technology;helsinki university of technology;0.0716833890747
brown university;french institute for research in computer science and automation;0.329566424861
indian institute of technology madras;university of surrey;0.0526315789474
nanjing university of information science and technology;french institute for research in computer science and automation;0.0119047619048
chinese academy of sciences;french institute for research in computer science and automation;0.862863802627
french institute for research in computer science and automation;ecole normale superieure;0.780638801953
university of illinois at urbana champaign;university of michigan;0.290151515152
royal institute of technology;university of pennsylvania;0.0238095238095
royal institute of technology;fudan university;0.0119047619048
royal institute of technology;xi an jiaotong university;0.0119047619048
honeywell;massachusetts institute of technology;0.0665071770335
university of maryland college park;massachusetts institute of technology;1.67091854917
adobe systems;carnegie mellon university;0.144069856259
brigham young university;carnegie mellon university;0.0289855072464
arizona state university;university of british columbia;0.0526315789474
rutgers university;university of sheffield;0.0780542986425
boston university;university of toronto;0.249864372627
karlsruhe institute of technology;graz university of technology;0.010989010989
technische universitat munchen;graz university of technology;0.126144688645
siemens;graz university of technology;0.143708101094
rutgers university;university of california riverside;0.0222222222222
rutgers university;northwestern university;0.0333333333333
mcgill university;university of manchester;0.153846153846
university of surrey;university of central florida;0.316633624025
tsinghua university;university of oxford;0.243911466482
microsoft;university of oxford;1.79262593301
chinese academy of sciences;siemens;0.765056119286
massachusetts institute of technology;codex corporation;0.047619047619
massachusetts institute of technology;katholieke universiteit leuven;0.315727348632
lear corporation;electronics and telecommunications research institute;0.0119047619048
lear corporation;university of texas at austin;0.0119047619048
lear corporation;french institute for research in computer science and automation;0.491355627131
rutgers university;massachusetts institute of technology;0.763241797179
siemens;robotics institute;0.340529544498
national university of singapore;university of california san diego;0.185222392318
university of missouri;university of california san diego;0.0215053763441
eth zurich;ecole polytechnique federale de lausanne;0.611966344
nanyang technological university;ecole polytechnique federale de lausanne;0.114492753623
massachusetts institute of technology;university of maryland college park;0.458458208458
toshiba;university of surrey;0.04
toshiba;university of california;0.088658008658
university of utah;tufts university;0.0128205128205
university of utah;harvard university;0.0311355311355
university of surrey;university of manchester;0.154829381145
sapienza university of rome;massachusetts institute of technology;0.0196428571429
sapienza university of rome;carnegie mellon university;0.0279761904762
iminds;massachusetts institute of technology;0.0418650793651
iminds;carnegie mellon university;0.0501984126984
ricoh;ibm;0.0555555555556
qualcomm;ibm;0.0555555555556
microsoft;university of western ontario;0.234124290742
rensselaer polytechnic institute;microsoft;0.443895643364
national university of singapore;sri international;0.0914918414918
xerox;university of british columbia;0.0344827586207
brown university;harvard university;0.0732600732601
rutgers university;university of california irvine;0.14124668435
centro de investigacion en matematicas;university of nottingham;0.0434782608696
university of maryland college park;university of maryland college park;2.06480634271
oxford brookes university;sarnoff corporation;0.025
microsoft;sarnoff corporation;0.153174603175
nile university;department of engineering university of cambridge;0.0234375
nile university;toshiba;0.0078125
imperial college london;university of north carolina at chapel hill;0.205555555556
french institute for research in computer science and automation;french institute for research in computer science and automation;6.58308157444
ecole normale superieure;french institute for research in computer science and automation;0.748501746791
university of maryland college park;rutgers university;0.362122013917
university of toronto;microsoft;0.498050383985
ecole centrale paris;ecole centrale paris;0.373412698413
ecole centrale paris;university of crete;0.322619047619
ecole centrale paris;brown university;0.0555555555556
beckman institute for advanced science and technology;carnegie mellon university;0.350227130326
university of wollongong;seoul national university;0.185185185185
australian national university;seoul national university;0.0947744107744
simon fraser university;stanford university;0.294273028537
carnegie mellon university;university of oxford;0.941505868369
university of california berkeley;french institute for research in computer science and automation;0.400542546184
university of maryland college park;french institute for research in computer science and automation;0.949574204589
university of california berkeley;lockheed missiles and space company;0.010752688172
university of maryland college park;lockheed missiles and space company;0.0215053763441
nagoya city university;rutgers university;0.0622710622711
nagoya city university;mcgill university;0.0357142857143
nagoya city university;yale university;0.0119047619048
max planck society;netherlands organisation for applied scientific research;0.0238095238095
university of amsterdam;netherlands organisation for applied scientific research;0.058124376965
saarland university;netherlands organisation for applied scientific research;0.015873015873
max planck society;university of pennsylvania;0.189428363938
max planck society;university of maryland college park;0.0782714474679
university of amsterdam;university of pennsylvania;0.00396825396825
university of amsterdam;university of maryland college park;0.104535147392
saarland university;university of pennsylvania;0.00891021777098
saarland university;university of maryland college park;0.0105308595363
max planck institute for intelligent systems;university of pennsylvania;0.0588235294118
university college london;university college london;0.400534020757
pohang university of science and technology;mcgill university;0.190476190476
pohang university of science and technology;university of minnesota;0.047619047619
pohang university of science and technology;brown university;0.047619047619
tsinghua university;university of maryland college park;0.11616616234
ryerson university;ryerson university;0.117647058824
adobe systems;king s college london;0.0714285714286
seoul national university;microsoft;0.606954598979
boston university;university of florence;0.04
charles river laboratories;university of florence;0.01
saarland university;brown university;0.366287615338
eth zurich;brown university;0.41051984127
saarland university;technische universitat munchen;0.03125
eth zurich;technische universitat munchen;0.135416666667
graz university of technology;university of massachusetts amherst;0.138888888889
graz university of technology;brown university;0.0494047619048
ecole polytechnique;university of massachusetts amherst;0.0342261904762
ecole polytechnique;brown university;0.0104166666667
university of bonn;university of massachusetts amherst;0.0659722222222
university of bonn;brown university;0.419795912597
university of edinburgh;university of california;0.0045045045045
university of arizona;university of california;0.0225225225225
johns hopkins university;brunel university london;0.0263157894737
university of minnesota;brunel university london;0.0263157894737
university of minnesota;chicago metropolitan agency for planning;0.0175438596491
university of minnesota;university of minnesota;0.334814978623
university of wisconsin madison;microsoft;0.226204977818
adobe systems;microsoft;0.503512231061
simon fraser university;microsoft;0.254385964912
simon fraser university;university of science and technology of china;0.0460717009916
idiap research institute;ohio state university;0.136752136752
rwth aachen university;massachusetts institute of technology;0.152630090498
university of north carolina at chapel hill;french institute for research in computer science and automation;0.35482680617
university of tokyo;yale university;0.383892973856
university of surrey;university of california;0.614076849077
ecole centrale paris;university of california berkeley;0.142857142857
robotics institute;carnegie mellon university;1.53880460513
university of kentucky;university of kentucky;0.299635217723
international crisis group;university of bonn;0.05
imperial college london;university of toronto;0.0673424452304
imperial college london;california institute of technology;0.0172413793103
imperial college london;humboldt university of berlin;0.103448275862
binghamton university;brown university;0.0555555555556
beijing institute of technology;siemens;0.131535947712
instituto politecnico nacional;university of freiburg;0.0454545454545
xiamen university;chinese academy of sciences;0.0116129032258
university of adelaide;chinese academy of sciences;0.04
gdansk university of technology;graz university of technology;0.0454545454545
telecom sudparis;graz university of technology;0.0454545454545
university of delaware;microsoft;0.422751670844
eth zurich;university of california;0.331514456675
georgia institute of technology;academia sinica;0.0138888888889
georgia institute of technology;purdue university;0.0277777777778
eindhoven university of technology;carnegie mellon university;0.0555555555556
university of central florida;university of wisconsin madison;0.186507936508
yale university;yale university;0.882659007659
chiba university;university of auckland;0.0837262469023
waseda university;university of auckland;0.0142857142857
university of maryland college park;sarnoff corporation;0.11032388664
technische universitat munchen;california institute of technology;0.336741961742
technische universitat munchen;weizmann institute of science;0.00297619047619
siemens;california institute of technology;0.0511626886627
siemens;weizmann institute of science;0.212619047619
nanyang technological university;georgia institute of technology;0.111111111111
northwestern university;georgia institute of technology;0.117647058824
university of granada;cornell university;0.130434782609
technion israel institute of technology;moscow state university;0.0238095238095
technion israel institute of technology;microsoft;0.951142367413
university of california;smith kettlewell institute;0.196428571429
university of california;yale university;0.44762615191
university of california santa cruz;carnegie mellon university;0.446324508825
university of california santa cruz;siemens;0.139204545455
tel aviv university;tel aviv university;0.992889891576
tel aviv university;university of california;0.811641426594
university of technology sydney;rutgers university;0.0132949308756
university of technology sydney;nec;0.00387096774194
xiamen university;rutgers university;0.00258064516129
xiamen university;nec;0.00387096774194
ibm;rutgers university;0.00558364816429
ibm;nec;0.00387096774194
xidian university;rutgers university;0.0236798088411
xidian university;nec;0.0340952118371
microsoft;columbia university;0.480100736147
columbia university;columbia university;2.1830445085
university of surrey;university of reading;0.030219845514
university of surrey;university of copenhagen;0.0294117647059
heidelberg university;okayama university;0.0588235294118
analysis group;okayama university;0.0588235294118
ecole polytechnique federale de lausanne;microsoft;0.477564102564
university of bonn;toyota;0.0178571428571
university of bonn;university of bonn;0.906764589224
carnegie mellon university;microsoft;2.0837727507
stony brook university;university of california los angeles;0.0229725829726
stony brook university;university of oxford;0.0140740740741
university of north carolina at chapel hill;university of california los angeles;0.0353921568627
university of north carolina at chapel hill;university of oxford;0.305026709402
university of california berkeley;stanford university;0.495834138253
institute of company secretaries of india;stanford university;0.107251082251
dalian maritime university;microsoft;0.155555555556
courant institute of mathematical sciences;university of california berkeley;0.0555555555556
warsaw university of technology;ecole normale superieure;0.0769230769231
warsaw university of technology;university of groningen;0.278943278943
university of illinois at urbana champaign;weizmann institute of science;0.291675867992
max planck society;university of dundee;0.0490196078431
french institute for research in computer science and automation;university of dundee;0.0245098039216
brown university;university of dundee;0.0245098039216
lund university;university of california san diego;0.141612903226
lund university;lund university;1.53552417744
california institute of technology;university of chicago;0.0984593837535
university of california san diego;university of chicago;0.112797619048
university of north carolina at charlotte;hewlett packard;0.0573913043478
university of north carolina at charlotte;georgia institute of technology;0.036231884058
university of delaware;cornell university;0.434074390522
memorial university of newfoundland;university of maryland college park;0.0357142857143
memorial university of newfoundland;massachusetts institute of technology;0.111013824885
university of illinois at urbana champaign;katholieke universiteit leuven;0.296385080348
princeton university;katholieke universiteit leuven;0.0448275862069
stanford university;university of central florida;0.254398242055
university of michigan;university of central florida;0.0503557744937
princeton university;university of central florida;0.189860426929
university of california san diego;kingston university;0.0454545454545
bangor university;national university of singapore;0.0144927536232
university of british columbia;national university of singapore;0.0529855072464
university of cambridge;carnegie mellon university;0.597273617049
microsoft;university of manchester;0.264332656591
peking university;huazhong university of science and technology;0.0893939393939
peking university;temple university;0.069696969697
university of alcala;university of oulu;0.111111111111
chalmers university of technology;university of oulu;0.222222222222
university of central florida;massachusetts institute of technology;1.92774045401
department of engineering science university of oxford;university of british columbia;0.0962012125805
microsoft;university of british columbia;0.70745987748
university of washington;graz university of technology;0.0110294117647
university of washington;microsoft;0.799934843917
microsoft;graz university of technology;0.155065359477
the chinese university of hong kong;cornell university;0.201942719117
the chinese university of hong kong;university of massachusetts amherst;0.0949115123028
university of tokyo;university of illinois at urbana champaign;0.602079939668
columbia university;yale university;0.200885668277
new jersey institute of technology;new jersey institute of technology;0.2
ibm;princeton university;0.00900900900901
saarland university;princeton university;0.00998271884348
commonwealth bank;princeton university;0.00900900900901
university of georgia;yale university;0.031746031746
georgia regents university;yale university;0.015873015873
university of maryland college park;cornell university;0.323559531339
stanford university;stanford university;2.86144365438
university of cambridge;cornell university;0.366354836366
institute of science and technology austria;cornell university;0.0618686868687
university of cambridge;university of massachusetts amherst;0.112862495927
institute of science and technology austria;university of massachusetts amherst;0.0319444444444
microsoft;harvard medical school;0.00526315789474
university of verona;massachusetts institute of technology;0.0315789473684
university of verona;harvard medical school;0.0210526315789
university of maryland college park;southern methodist university;0.0666666666667
university of texas at arlington;university of surrey;0.0454545454545
rwth aachen university;sri international;0.0957196029777
rwth aachen university;lund university;0.0572580645161
rwth aachen university;university of cambridge;0.0828990901572
university of illinois at urbana champaign;university of arizona;0.0111111111111
university of illinois at urbana champaign;university of british columbia;0.32250302137
cvc capital partners;university of california berkeley;0.0125
eth zurich;university of california berkeley;0.494573647192
cvc capital partners;department of engineering science university of oxford;0.00416666666667
cvc capital partners;university of california los angeles;0.0333333333333
eth zurich;department of engineering science university of oxford;0.474104002207
eth zurich;university of california los angeles;0.343472905601
university of california;columbia university;0.10214848716
university of california;university of maryland college park;0.256455108359
university of illinois at urbana champaign;hebrew university of jerusalem;0.396296296296
microsoft;stony brook university;0.0555555555556
institut eurecom;university of tampere;0.0588235294118
northeastern university;university college london;0.104761904762
northeastern university;at t labs;0.0714285714286
university of birmingham;university of naples federico ii;0.000808080808081
nile university;university of naples federico ii;0.00121212121212
university of canberra;university of naples federico ii;0.00040404040404
kingston university;university of naples federico ii;0.00040404040404
university of surrey;university of naples federico ii;0.000808080808081
parthenope university of naples;university of naples federico ii;0.00040404040404
austrian institute of technology;university of naples federico ii;0.00121212121212
zhejiang university;university of naples federico ii;0.000808080808081
australian national university;university of naples federico ii;0.00121212121212
sharif university of technology;university of naples federico ii;0.00161616161616
university of malaya;university of naples federico ii;0.000808080808081
university of ljubljana;university of naples federico ii;0.000808080808081
izmir institute of technology;university of naples federico ii;0.00040404040404
defence science and technology organisation;university of naples federico ii;0.000808080808081
nii holdings;university of naples federico ii;0.000808080808081
university of the west of england;university of naples federico ii;0.00040404040404
