Id;Label
williams college;williams college
econometric institute;econometric institute
university of oldenburg;university of oldenburg
middlebury college;middlebury college
saarland university;saarland university
augustana college;augustana college
universidad de las americas puebla;universidad de las americas puebla
university of cyprus;university of cyprus
yamaguchi university;yamaguchi university
hewlett packard;hewlett packard
paul sabatier university;paul sabatier university
albert einstein college of medicine;albert einstein college of medicine
uganda revenue authority;uganda revenue authority
government engineering college sreekrishnapuram;government engineering college sreekrishnapuram
rti international;rti international
university of san diego;university of san diego
national chiao tung university;national chiao tung university
pomona college;pomona college
cornell university;cornell university
university of illinois at chicago;university of illinois at chicago
technical university of denmark;technical university of denmark
university of bristol;university of bristol
shanghai jiao tong university;shanghai jiao tong university
rutgers university;rutgers university
serco group;serco group
federal university of rio de janeiro;federal university of rio de janeiro
st john s college cambridge;st john s college cambridge
kitware;kitware
university of west florida;university of west florida
old dominion university;old dominion university
chicago metropolitan agency for planning;chicago metropolitan agency for planning
boston university school of medicine;boston university school of medicine
mit sloan school of management;mit sloan school of management
university of st gallen;university of st gallen
honda;honda
artificial intelligence center;artificial intelligence center
polytechnic university of valencia;polytechnic university of valencia
